PID,SalePrice
527210050,440315.5854005133
535382020,113865.25853139251
528110070,316680.6861477534
902303100,144014.6667406925
903456090,95762.65761503778
528186080,305392.07220208243
909275310,207246.52879283225
908128100,181016.2760303159
908102140,135122.2915063641
531385060,177586.39700561183
902103100,134294.4490589016
528106010,439483.70271736797
534430080,130938.92478263615
533252130,179401.63339754447
528458160,336483.6228625105
902300110,116219.87735711568
528228275,199522.03232354883
907130060,166416.4921121713
905105190,127275.90110070404
908225240,103757.50337409746
528480060,279751.9236184722
526355170,248553.13870129993
902105010,111407.33237101014
903225160,122648.05363472499
924151050,208600.77496795272
535456010,129588.01659154196
907130110,186605.988626143
909451040,108210.18579637229
535126140,213319.55648527216
533253050,182898.79672679113
905480240,97480.46664858512
905479110,127925.76749029041
903233140,122173.83595859775
909254070,155789.05269080456
907250020,256795.19843553845
908102260,151391.3862472427
527403360,116781.859882306
906225210,144093.414910249
527359010,176693.50609794818
905100030,117249.33309164945
909250030,119489.0894265683
908225320,126983.37889288836
905201030,70941.26604432926
914474020,237445.73009817812
532479020,153121.33195591814
528228575,244123.58234962673
527107240,177685.2341917021
533253210,179509.02412287157
527127150,194774.70063023706
531450120,214078.08443038477
905427050,182820.67866446334
527258010,346827.67222415865
906476140,164871.7037049837
533236090,351513.48860139126
908103090,106608.66530443662
908250090,102311.63160218715
528181010,204046.97381737377
907227090,132443.0238641322
527302185,234934.79617455212
535426150,147019.5577179486
909254100,149038.5556553059
531382120,178567.54548898863
921201060,295059.3131914049
528180140,328730.9380292564
905402090,158719.44955173583
902207120,106189.15917525819
902134100,94269.93080161796
908178050,269920.5394907607
535451210,104420.33213809694
528114050,333692.40274835576
907203010,136690.6668586976
534151175,227522.0578529862
908228040,119085.1083497675
902110080,148977.1761180913
923277040,129086.7595279026
908204160,79313.30675542238
905402110,114671.42469751561
905102060,131304.40144129403
902402010,134739.70179709297
527107130,189966.89738526536
909251030,125052.48728455928
903225040,119171.60353631982
902405120,134470.92997281946
534201280,133591.1672030098
527451290,97712.58306928752
905451390,151082.05419235435
528456200,205197.57532905982
902110130,95638.48341878928
528112010,252558.43123636954
905226130,149956.0721896691
905108120,136884.6627140013
532353120,124367.21608611403
528120030,343095.17533642624
527450110,99975.20923233988
533244040,314883.9543831906
910205120,105193.9527802234
535452100,143143.6537574682
528106050,415872.83451314707
909100170,89961.57114005742
531453040,175678.48087646143
535304060,128132.64894161929
528431120,235576.00084381495
904100170,161666.98827122874
528218090,175865.08940762086
527131110,262984.27321112884
533208010,200765.61837693714
906226080,143076.00492985817
535152200,128064.62962070947
528231020,178552.97362363504
911128010,92232.57049558696
527455250,130593.68006089475
535403150,143715.11179882335
533251110,270138.49217378866
535457010,144271.24206135725
528110040,432537.9907059215
923252080,105525.38146691456
909101010,115251.33967956045
535177110,161315.2471188104
528354050,276100.48348729033
528235000,169249.279823385
909252150,127338.20411279109
909275110,168669.01331260067
534427040,152792.3338179788
535151080,143828.88851064706
923226320,79988.34759607745
535450210,129638.63113562843
905403050,92947.06275097886
535382150,90940.83925631504
535176070,144591.4496927098
905103140,156328.9830372276
534201260,136160.07507324405
531451110,114860.20195258493
528348010,297371.06404197647
527212050,426456.14540882024
532377130,142528.55125916013
535325320,127145.66185450654
535383110,95358.63911990901
531450030,206862.96987300657
903401020,161938.03444661052
531363050,145099.46031737674
528358030,316313.23576653516
528456230,197232.1923912808
903227140,123073.201297257
909179020,257300.72276604082
905202090,102211.7565458834
535453040,132580.63216682692
535302130,131947.26316708422
528480040,262959.44773495436
905104180,125655.77853019923
534451050,110460.68285334756
531452010,148461.49768846403
923228220,82542.13265772836
903233100,130455.74548055885
906392080,184508.774908111
903232090,135778.81147360694
903426200,169970.397535072
903451110,141229.64040918418
909250150,149973.28691505946
527180040,185823.26592233486
909253080,164421.9263393829
534431130,121344.27683825328
921205070,330398.0987674711
527105060,180568.23955424986
528290140,182933.24226311437
527451110,123070.03566016845
903201080,165670.44654844585
921128050,353371.89825268934
905101330,109521.40373748055
909250200,140321.8109315075
916403020,197784.52004123072
535151020,127119.51360427143
908152290,144483.90580956405
535355100,124122.62166313594
923400125,129856.26371144548
903227020,114748.75295810279
528322020,326436.92979466467
909451140,117721.57060787159
909451020,107692.47131874163
908225290,131681.75047545778
532377100,129618.87095070542
534129380,148052.58647390228
902304040,158618.43158468555
534276180,118376.82935717149
528222040,195749.35270421376
528176070,317402.85752134596
902400110,371868.24876029574
903233030,114531.66398764268
531367050,239848.34020967598
907227300,129032.06572998514
923226290,82035.14949624268
906340080,279147.2517682719
533206050,197264.92811280527
535304170,123732.13991309961
528315060,296741.2905447826
923276030,134964.1799996805
907270050,256404.9735713994
902109080,122407.91410424205
904100030,141986.57986404042
528439050,239886.26538177868
534401110,134455.63879737337
908275040,133263.36659037185
902300040,144442.01411135864
527302020,202825.11465732232
534477110,151449.75237501535
527325090,197106.39417582142
902106130,99082.27284610664
528164040,337634.5128947456
906203140,255448.25375989496
535375040,78178.01530814914
527455060,146084.29958995694
535451250,137951.32724221546
907131190,212333.28141347258
923425030,129917.74100125876
911204090,124995.04997757805
907290160,144565.257745906
909451100,118526.6454082224
534426040,139673.69797484198
916386180,195313.67013059638
907405030,197047.21920755482
903226060,144359.56719937667
528315070,253688.1025145419
527210030,487498.3888233567
533212050,150769.87845901257
528228460,165317.82815509153
535105060,162004.42325211683
906392070,189847.24130956453
914476130,158351.33144922057
908275180,117490.57654790375
533236040,189735.9731016857
533254110,317866.03416932904
534455030,163788.61235840915
528321010,321909.2743452222
528435060,248830.615804568
535403200,117345.6008604559
528110020,496021.00206990616
907194130,219113.06256726777
528186190,229930.67316616868
902206040,117426.35615084582
921128020,366283.5358740222
533250110,199373.9334771363
534479300,124565.8830107372
534225120,136964.89692725596
903425245,186262.3966612952
533130170,336630.7089699082
909100080,113013.96984769875
923230180,132464.23420116346
533223020,161485.7677213164
905106170,121521.3844105407
907202220,130886.53952531218
907251100,254842.38947200068
527163010,185896.26384991748
526353030,237685.65621357525
903425420,102200.8997233742
528108070,371077.2749468375
903401030,136277.27145514343
531375110,145502.95950081496
904301410,100142.7175780024
902204120,130769.51203840967
904302020,83952.68185688448
902202090,140924.56020385172
528344020,308913.8145319739
908103260,144674.6735824951
909251170,138583.51803391747
911370450,264952.6040400473
903456110,187863.08753763346
908276230,100668.7123680771
535105160,119421.56780250875
902207130,61499.41734042878
923228230,76970.55892328986
903457040,162904.46306931134
908102130,137907.1707933029
535151040,135098.52067569594
921126010,288931.40833412675
534276010,119584.88137891401
534204030,125688.34838776255
911104060,65979.99478633811
903450110,116355.69785349417
527328050,169013.92918218978
910206010,66828.19752501068
527451400,94817.50730213987
907290090,220218.44931804526
531363030,161442.80511630204
528218080,186251.51469990006
527451200,110078.58460006733
903427120,143255.59176816096
534431020,117844.48745953488
535153140,171289.38826967
534403290,201624.1551898474
534479120,135745.2277250663
907135040,138625.7039791949
533350050,299542.8812886022
535451110,111868.29043222478
533213070,161914.30883838198
916384100,249163.9218351471
535126040,199199.2685026516
909282060,183289.43045815977
528427100,256081.76037514055
534430090,116332.89760743435
528348030,291400.8533202297
923228390,79902.87744559185
908186050,144509.43987632767
531452100,155447.12954164232
902207150,106219.00722224804
528120160,274939.18915978173
535354130,129541.6197239298
533208090,192641.6697311572
535381060,101063.34439776125
527452190,142905.2498638953
903233120,127680.14706186291
905109130,245347.74275292738
909281030,120394.00719370681
910203250,59736.98212681765
528294010,182221.3717709427
528172020,255864.34780510256
535380010,145137.37391715084
916382010,199277.700486667
532479140,146709.90312468554
905452040,141994.9310447286
534475185,155318.88830019403
534178010,143767.33961192562
527212040,332690.40132316685
909175030,136551.74647846352
531479030,123116.76707312885
902100130,98747.03179554392
909101070,67751.85233619307
902109130,110500.15764806139
528365070,298346.2064383706
534276360,119976.28515868227
527180100,183487.55587277003
527455100,147364.96491191207
902301130,112461.02005610162
532378120,118653.37001366718
903455140,119454.70621718816
910201050,135517.78901221836
923400040,181911.40226974405
914476430,170786.02167385054
533206070,221875.72979283
909451130,107191.45333953027
903226150,110514.82535488856
534400050,164605.14372088131
908102160,128613.57760770156
533236050,216240.88734243915
528488140,183717.51231058186
906380010,190537.7832265722
903454090,135536.31407379184
535450310,155524.41652751973
531371070,185788.9678025722
531477050,93043.86769779831
905103180,135185.85759047163
902402130,103398.72099016373
531452260,192843.13279709354
527376110,181284.51722977374
909250220,114462.14752574646
527427160,174867.5622471208
907202050,137746.21059295945
531379050,235190.6816767806
528240030,189642.11199538552
903430090,134669.99483333336
534127080,200678.08382542388
907265100,242431.9005441305
527405130,116541.85006182935
532351050,122495.1819784766
535305030,115175.10875894676
535450190,121472.91636482732
527355280,187230.95826377635
906380190,187667.91737446317
907203090,127753.37354756129
908203100,92609.4118623357
905200260,162729.1084510158
906475170,281973.64718392235
909201110,139162.15402213638
534126090,193536.91553729912
907200190,142917.98192900541
534430050,108922.21408586628
909201180,126219.90684787073
528108130,394376.60067693325
909276200,145574.9925240778
916402015,188572.18581719685
904100190,78484.9090324659
532353130,130495.40235935448
527145090,189203.43695924556
535375130,109893.60476376711
533254100,183034.30668510517
528142110,352131.27423167793
528235200,175028.83740657876
923202015,200695.96264912985
905451340,128776.11908135288
528218100,177258.0762513743
528240130,204043.60156913163
911370540,282143.5506824091
909175050,165062.78503986518
907410040,207818.67477363406
528108010,286767.4513561772
531376030,193067.73104182206
905453080,221994.46397879024
906226120,139951.28553475294
908154080,219905.83729151418
534451120,87766.37515768294
535478090,120475.73847488685
903206170,145412.78238850186
902406030,122601.2386431946
907414040,186194.7977890436
911102170,95069.23330823168
923225360,91601.1926829852
902106040,158716.2999877907
534477090,140641.7614859389
906378150,319032.4886763247
535325460,244844.1548493704
534275220,132404.36591568508
535353140,121840.39282756828
907412020,197911.25232402942
528358040,289980.79003441625
906380200,187545.85699043094
903231080,97690.64192568857
907275080,262233.0216163765
533212110,152155.0713379388
904301110,98535.52612978463
531363040,164425.00696908368
535104120,174284.0776383254
527427110,173059.1448258533
527354050,169122.7491164115
907420060,190726.45503953384
905101300,112259.7135820474
528435050,257679.61939990826
903234160,93699.27864275659
534177230,233169.79547178457
923228270,80098.34352992226
535427070,271480.24607507273
527455050,142356.45065593813
535155110,133178.2282434525
923226270,81131.13067138757
909251090,222250.722777379
535304100,138578.32328239334
916380070,305699.0506559752
534201230,133783.84204486836
535179160,124565.23090491016
531451020,179157.78305216337
528344060,257463.8901597185
535402220,167229.99639114217
903226160,119495.00583931935
902107050,128124.45002950537
905480030,117283.63972925184
527183060,197527.31484509475
909252110,179331.3773418028
902111010,99503.41502518339
535404080,116439.26674983514
908188140,134133.1845845441
907285010,217363.226348301
905352030,199040.31676534654
535175050,145172.4776680462
906425045,160198.2319385201
535152060,134950.20952567708
903204040,137232.96783137816
903458020,98817.22989952972
923204040,113902.3330966085
903236200,111247.00262522974
535457020,149222.6684601625
527451380,109105.52818479792
531375140,144887.67774761692
528174060,194215.31777394886
903400180,191031.97990904882
903227150,134983.54329280363
909250070,154957.6822045481
909425180,183649.33275215048
